"user_id","mov_id","prediction"
"5","223","4.049631552529152"
"5","2141","3.4058105656684443"
"7","223","3.4815571290481335"
"7","2141","2.952722954354982"
"15","223","3.709573920469609"
"15","2141","3.1662841496230287"
"17","223","4.494600584016282"
"17","2141","3.8900234372421014"
"18","2141","3.377486156065583"
"19","2141","2.431423702091386"
"21","223","3.539514367208102"
"21","2141","2.996468129322807"
"27","223","3.8352761598231875"
"27","2141","3.473964801991614"
"31","223","4.242207881067958"
"31","2141","3.716822248877417"
"32","223","4.115749086454611"
"32","2141","3.542924882660014"
"33","2141","3.508275222419842"
"40","2141","3.5708416983943874"
"43","223","4.996041021833963"
"43","2141","4.440587583109917"
"44","223","3.7169969818069584"
"44","2141","3.2417137437734738"
"45","2141","3.6506766470966086"
"46","223","4.459998137200482"
"46","2141","3.804512367490852"
"50","223","3.053711870067567"
"50","2141","2.464560982896198"
"54","223","3.4508324964714476"
"54","2141","2.8092521723615054"
"57","223","3.7005005551482553"
"57","2141","3.149474908513658"
"63","223","3.9198047634137962"
"63","2141","3.2370190225055295"
"64","2141","3.498460437828605"
"66","2141","3.704836831355581"
"68","2141","2.938282138875592"
"71","223","3.951638123459059"
"71","2141","3.5605318378744557"
"73","223","3.9119115827525492"
"73","2141","3.315477318130008"
"76","223","3.3760047402477515"
"76","2141","2.6399358879551826"
"78","223","3.547186348290204"
"78","2141","2.991768485725321"
"82","223","3.708022529503292"
"82","2141","3.1864662104468264"
"86","223","4.193865190986563"
"86","2141","3.6362346785325057"
"89","223","3.736178814197145"
"89","2141","3.138577508317247"
"90","223","4.395102948403911"
"90","2141","3.893161414951743"
"91","2141","3.137170403349083"
"93","223","4.6373257867952695"
"93","2141","4.160194965800704"
"96","223","4.204479541980305"
"96","2141","3.6632410664222625"
"98","223","4.112291134351011"
"98","2141","3.6149041678424028"
"103","223","4.160712041671749"
"103","2141","3.6029437967067772"
"107","223","4.373715372985596"
"107","2141","3.719637566797969"
"112","2141","3.304624855311787"
"119","223","4.425596349289843"
"119","2141","3.8143045401399642"
"121","223","3.713861391117359"
"121","2141","3.0491436460987003"
"124","223","4.267650890085725"
"124","2141","3.6805857724137363"
"130","223","4.028354238436531"
"130","2141","3.3495019192271682"
"132","223","3.284961511306065"
"132","2141","2.7191001472626772"
"134","223","4.048365310911932"
"134","2141","3.4246387469612154"
"135","2141","3.410274023300072"
"137","223","4.258428287625168"
"137","2141","3.583975030361545"
"140","223","3.775923992090968"
"140","2141","3.214256483951918"
"141","223","3.7963048266834765"
"141","2141","3.2131572147669587"
"144","2141","3.404710783860244"
"145","223","3.819606901032725"
"145","2141","3.120061743218263"
"151","223","3.901026617708217"
"151","2141","3.376221835111975"
"153","223","2.4414490702649165"
"153","2141","1.8526937956466527"
"155","223","3.967612539520845"
"155","2141","3.4256844746561694"
"156","2141","3.3178069392615024"
"159","223","3.4906833451292703"
"159","2141","2.986184078777831"
"160","223","3.028023635094023"
"160","2141","2.494954636253542"
"161","223","4.124102278661626"
"161","2141","3.6722034140163102"
"166","223","4.332227337011964"
"166","2141","3.7457864088172346"
"167","2141","3.139322380130538"
"169","223","4.4992831929633015"
"169","2141","4.018895875385429"
"171","223","4.963194205592616"
"171","2141","4.4160009612611555"
"178","223","4.409945551342487"
"178","2141","3.737390720595945"
"179","223","4.212917771411715"
"179","2141","3.6071168671307663"
"182","2141","3.189585782092227"
"185","2141","3.250900905465894"
"186","223","4.406390532870445"
"186","2141","3.9174937332816056"
"191","2141","3.5110330649693777"
"193","223","4.1009521318539495"
"193","2141","3.4279915674734642"
"200","223","4.053281629074897"
"200","2141","3.5079365656059767"
"201","223","4.400681328859146"
"202","223","4.115602406577287"
"202","2141","3.5569355245538414"
"206","223","4.377431845381061"
"206","2141","3.917373828079689"
"213","223","4.074443356085778"
"213","2141","3.5954584460841237"
"214","223","3.1541521711384233"
"214","2141","2.7313729880843964"
"216","223","3.9420365857461"
"217","2141","2.59007714087359"
"219","2141","2.824040209058364"
"220","2141","3.689458122143405"
"223","223","3.539248565958602"
"223","2141","2.961373953668438"
"226","2141","3.207243495690575"
"229","223","4.171326835863051"
"229","2141","3.532987323668199"
"232","223","3.490106777035072"
"232","2141","2.9687020320074535"
"233","223","3.5489512192784214"
"233","2141","2.88987404673748"
"234","223","3.8302282399281835"
"239","223","4.316003947795955"
"240","223","4.350516639772682"
"240","2141","3.792593628679693"
"247","2141","3.406267909676289"
"249","223","3.9791665606582143"
"249","2141","3.391383105212065"
"252","223","4.4179388044130565"
"252","2141","3.8697102112233686"
"254","223","4.255030798001463"
"254","2141","3.615095218667447"
"263","2141","3.441433578079744"
"264","223","3.8493475189208"
"264","2141","3.34547199062446"
"266","2141","3.235946255376659"
"269","223","3.9946900136710464"
"269","2141","3.511661093034757"
"270","223","3.549704188378246"
"270","2141","3.1034739969617937"
"273","2141","3.7610016839928138"
"274","2141","2.95279269474525"
"275","223","4.343320084990218"
"275","2141","3.706664864834471"
"276","223","4.739071528990906"
"276","2141","4.258490107375829"
"277","223","3.9064491418580545"
"277","2141","3.5000121379992213"
"279","223","3.9323952465760357"
"279","2141","3.3103421939401616"
"280","223","4.124990493671876"
"280","2141","3.6095485162180245"
"282","223","4.288928775216204"
"282","2141","3.702059923023679"
"283","223","3.645546649807781"
"283","2141","2.9990151375475906"
"288","223","3.4192700515513756"
"290","223","4.4221306696921765"
"290","2141","3.764677620115554"
"291","223","4.372980372406695"
"291","2141","3.801197324702913"
"292","223","3.585469513237477"
"292","2141","3.0736577074316243"
"293","223","2.9129808896342717"
"293","2141","2.467279912677623"
"298","2141","2.0002984965182873"
"304","223","4.210268226236334"
"307","2141","2.3744953950353707"
"314","223","3.4666520785824377"
"314","2141","2.8163420332025852"
"322","223","3.6933103591867833"
"322","2141","3.038622270111755"
"323","223","3.5346891145027093"
"323","2141","2.933028544215367"
"328","223","3.482104164790016"
"328","2141","2.940093832419671"
"330","2141","3.4160684197106796"
"332","223","3.8679639972905533"
"332","2141","3.267912482546657"
"334","223","3.7090272714862866"
"334","2141","3.1009584407780237"
"336","223","4.60503299073276"
"336","2141","4.015870199434087"
"337","223","4.567041280738857"
"337","2141","4.036584170320978"
"339","223","4.328222938160618"
"339","2141","3.703188115344728"
"341","223","4.102997424900296"
"341","2141","3.6282759972652494"
"347","223","3.958477561908401"
"347","2141","3.416098225466794"
"350","223","3.6047558801749306"
"350","2141","3.0994299481404584"
"353","2141","3.322907980485657"
"357","2141","3.6649694383553886"
"359","223","3.6809653617976243"
"359","2141","3.2409093797897413"
"364","223","4.525102715238754"
"364","2141","4.048232837785809"
"6","223","3.92994417818547"
"6","2141","3.350736917083044"
"42","2141","3.307212341366996"
"51","223","4.056324646198094"
"51","2141","3.479266807894727"
"58","2141","3.6949669877268665"
"100","2141","3.693670702424338"
"102","2141","3.1985379573205206"
"116","223","3.746883761581483"
"116","2141","3.2489283795537975"
"117","223","3.749767855738097"
"117","2141","3.1556955794159007"
"150","223","3.9401194720564168"
"150","2141","3.4091331699630394"
"289","223","3.8874571634252746"
"289","2141","3.3905374121931264"
"294","223","2.9669902991527453"
"294","2141","2.395569116640641"
"302","223","4.367612168007102"
"302","2141","3.768534843374523"
"308","2141","2.0736947273178474"
"321","223","4.007063436991383"
"321","2141","3.466639814329791"
"11","223","4.116515559409785"
"11","2141","3.6239250020724123"
"23","223","3.937613958979417"
"23","2141","3.2115585020669677"
"24","223","3.9112546478587604"
"24","2141","3.3240859469007678"
"28","223","3.313769269335075"
"28","2141","2.6474700420958017"
"62","223","4.328606881433395"
"62","2141","3.6938367308269853"
"79","223","4.5070249813211944"
"79","2141","3.9968553124115545"
"84","2141","3.389739718900057"
"105","223","4.367094436117316"
"105","2141","3.6719537464068464"
"109","2141","3.0222777322097385"
"181","223","3.370100343466772"
"181","2141","2.805006267187894"
"195","223","3.830182822970121"
"195","2141","3.231206422955724"
"199","2141","3.0198105202421552"
"244","223","4.1139897459243455"
"244","2141","3.511824663090302"
"286","223","4.059670632970122"
"286","2141","3.4650667459272224"
"297","223","2.9759849610315454"
"297","2141","2.372891643126348"
"305","2141","3.5795769729247926"
"312","223","4.007731843674959"
"312","2141","3.460169545634258"
"313","2141","3.215755448048841"
"317","2141","3.3020598088906805"
"318","2141","3.409020860658482"
"325","2141","3.243223815500964"
"362","223","4.520717551101629"
"362","2141","3.8276966786885778"
"4","223","3.8329998060213017"
"4","2141","3.2297484188803116"
"8","223","3.979041550280478"
"8","2141","3.377325898328194"
"13","223","3.948415129916924"
"13","2141","3.304431124473099"
"14","223","3.80268716557328"
"14","2141","3.2207552932852477"
"16","223","3.9734860326835735"
"16","2141","3.2808325303679013"
"26","223","3.708530246451699"
"26","2141","3.1019155673325836"
"39","223","4.2897065556517395"
"39","2141","3.7645320660761037"
"41","223","3.503815539335014"
"41","2141","2.9025224482666485"
"47","223","3.294446006921962"
"47","2141","2.7976831608146298"
"56","223","4.267079574073774"
"56","2141","3.6156834715527246"
"72","223","4.488356826710365"
"72","2141","3.8917123481209557"
"75","223","3.519761582367009"
"75","2141","2.975849684322074"
"81","223","3.2263846317343834"
"81","2141","2.5813155447400384"
"94","223","3.4871600008540042"
"94","2141","2.84598311171685"
"104","223","3.737346481799301"
"104","2141","3.237801997498205"
"110","223","4.026094898402466"
"110","2141","3.254768259324915"
"122","223","4.837604357153436"
